[neutral/A1] 1200 datums, 44368 loss tokens / 50368 total
[saved] purple/A2: tinker://fc11901a-0d74-5a4c-b491-01a2fd8ded6a:train:5/sampler_weights/purple_A2_final (156s)
[purple/A3] 300 datums, 69711 loss tokens / 182472 total
  [schema] metrics keys: ['clock_cycle:unique', 'loss:sum']
  [purple/A3] ep0 step 1: mean_nll=3.0117 (16 datums, 16s)
  [purple/A3] ep0 step 2: mean_nll=2.8642 (16 datums, 19s)
  [purple/A3] ep0 step 3: mean_nll=2.6071 (16 datums, 21s)
  [purple/A3] ep0 step 4: mean_nll=2.4723 (16 datums, 24s)
  [purple/A3] ep0 step 5: mean_nll=2.3622 (16 datums, 26s)
  [purple/A3] ep0 step 6: mean_nll=2.3253 (16 datums, 28s)
  [purple/A3] ep0 step 7: mean_nll=2.2457 (16 datums, 30s)
  [purple/A3] ep0 step 8: mean_nll=2.1421 (16 datums, 32s)
  [purple/A3] ep0 step 9: mean_nll=2.0867 (16 datums, 35s)
  [purple/A3] ep0 step 10: mean_nll=1.9780 (16 datums, 37s)
  [purple/A3] ep0 step 11: mean_nll=2.0269 (16 datums, 39s)
  [purple/A3] ep0 step 12: mean_nll=1.9914 (16 datums, 42s)
  [purple/A3] ep0 step 13: mean_nll=1.9995 (16 datums, 44s)
  [purple/A3] ep0 step 14: mean_nll=1.8743 (16 datums, 46s)
  [purple/A3] ep0 step 15: mean_nll=1.9275 (16 datums, 48s)
  [purple/A3] ep0 step 16: mean_nll=1.8967 (16 datums, 51s)
  [purple/A3] ep0 step 17: mean_nll=1.8342 (16 datums, 53s)
  [purple/A3] ep0 step 18: mean_nll=1.8165 (16 datums, 55s)
  [purple/A3] ep0 step 19: mean_nll=1.8803 (12 datums, 57s)
  [purple/A3] ep1 step 20: mean_nll=1.6760 (16 datums, 59s)
  [purple/A3] ep1 step 21: mean_nll=1.6309 (16 datums, 62s)
  [purple/A3] ep1 step 22: mean_nll=1.6861 (16 datums, 64s)
  [purple/A3] ep1 step 23: mean_nll=1.6135 (16 datums, 66s)
  [purple/A3] ep1 step 24: mean_nll=1.5983 (16 datums, 68s)
  [purple/A3] ep1 step 25: mean_nll=1.6112 (16 datums, 71s)
  [purple/A3] ep1 step 26: mean_nll=1.5676 (16 datums, 73s)
  [purple/A3] ep1 step 27: mean_nll=1.5594 (16 datums, 75s)
  [purple/A3] ep1 step 28: mean_nll=1.5375 (16 datums, 77s)
  [purple/A3] ep1 step 29: mean_nll=1.6134 (16 datums, 80s)
  [purple/A3] ep1 step 30: mean_nll=1.5602 (16 datums, 82s)
  [purple/A3] ep1 step 31: mean_nll=1.5723 (16 datums, 84s)
  [purple/A3] ep1 step 32: mean_nll=1.4727 (16 datums, 86s)
  [purple/A3] ep1 step 33: mean_nll=1.4998 (16 datums, 90s)
  [purple/A3] ep1 step 34: mean_nll=1.4997 (16 datums, 93s)
  [purple/A3] ep1 step 35: mean_nll=1.4139 (16 datums, 95s)
  [purple/A3] ep1 step 36: mean_nll=1.5246 (16 datums, 98s)
  [purple/A3] ep1 step 37: mean_nll=1.4292 (16 datums, 100s)
  [purple/A3] ep1 step 38: mean_nll=1.3889 (12 datums, 102s)
  [purple/A3] ep2 step 39: mean_nll=1.2650 (16 datums, 104s)
  [purple/A3] ep2 step 40: mean_nll=1.2598 (16 datums, 107s)
  [purple/A3] ep2 step 41: mean_nll=1.2212 (16 datums, 109s)
  [purple/A3] ep2 step 42: mean_nll=1.2550 (16 datums, 111s)
  [purple/A3] ep2 step 43: mean_nll=1.2084 (16 datums, 113s)
  [purple/A3] ep2 step 44: mean_nll=1.2325 (16 datums, 116s)
  [purple/A3] ep2 step 45: mean_nll=1.2188 (16 datums, 118s)
  [purple/A3] ep2 step 46: mean_nll=1.2043 (16 datums, 120s)
  [purple/A3] ep2 step 47: mean_nll=1.1520 (16 datums, 122s)
  [purple/A3] ep2 step 48: mean_nll=1.1477 (16 datums, 124s)
  [purple/A3] ep2 step 49: mean_nll=1.1676 (16 datums, 127s)
  [purple/A3] ep2 step 50: mean_nll=1.1559 (16 datums, 129s)
  [purple/A3] ep2 step 51: mean_nll=1.1883 (16 datums, 131s)
  [purple/A3] ep2 step 52: mean_nll=1.1687 (16 datums, 133s)
  [purple/A3] ep2 step 53: mean_nll=1.1657 (16 datums, 135s)
  [purple/A3] ep2 step 54: mean_nll=1.1383 (16 datums, 138s)
  [purple/A3] ep2 step 55: mean_nll=1.1854 (16 datums, 140s)
  [purple/A3] ep2 step 56: mean_nll=1.1090 (16 datums, 142s)
  [purple/A3] ep2 step 57: mean_nll=1.1394 (12 datums, 144s)
[saved] purple/A3: tinker://fc11901a-0d74-5a4c-b491-01a2fd8ded6a:train:6/sampler_weights/purple_A3_final (149s)
[purple/A4] 300 datums, 169272 loss tokens / 182472 total
  [schema] metrics keys: ['clock_cycle:unique', 'loss:sum']
  [purple/A4] ep0 step 1: mean_nll=2.7158 (16 datums, 6s)
  [purple/A4] ep0 step 2: mean_nll=2.6147 (16 datums, 8s)
  [purple/A4] ep0 step 3: mean_nll=2.4178 (16 datums, 10s)
  [purple/A4] ep0 step 4: mean_nll=2.2023 (16 datums, 13s)
  [purple/A4] ep0 step 5: mean_nll=2.0488 (16 datums, 15s)
  [purple/A4] ep0 step 6: mean_nll=1.9511 (16 datums, 17s)
  [purple/A4] ep0 step 7: mean_nll=1.9223 (16 datums, 19s)
  [purple/A4] ep0 step 8: mean_nll=1.9172 (16 datums, 22s)
  [purple/A4] ep0 step 9: mean_nll=1.8807 (16 datums, 24s)
  [purple/A4] ep0 step 10: mean_nll=1.8792 (16 datums, 26s)
  [purple/A4] ep0 step 11: mean_nll=1.8079 (16 datums, 28s)
  [purple/A4] ep0 step 12: mean_nll=1.7723 (16 datums, 31s)
  [purple/A4] ep0 step 13: mean_nll=1.7999 (16 datums, 33s)
  [purple/A4] ep0 step 14: mean_nll=1.8012 (16 datums, 35s)
  [purple/A4] ep0 step 15: mean_nll=1.7500 (16 datums, 37s)
  [purple/A4] ep0 step 16: mean_nll=1.7027 (16 datums, 39s)
  [purple/A4] ep0 step 17: mean_nll=1.6985 (16 datums, 42s)
  [purple/A4] ep0 step 18: mean_nll=1.6600 (16 datums, 44s)
  [purple/A4] ep0 step 19: mean_nll=1.7048 (12 datums, 46s)
  [purple/A4] ep1 step 20: mean_nll=1.6081 (16 datums, 48s)
  [purple/A4] ep1 step 21: mean_nll=1.6405 (16 datums, 51s)
  [purple/A4] ep1 step 22: mean_nll=1.5821 (16 datums, 53s)
  [purple/A4] ep1 step 23: mean_nll=1.5896 (16 datums, 55s)
  [purple/A4] ep1 step 24: mean_nll=1.6247 (16 datums, 58s)
  [purple/A4] ep1 step 25: mean_nll=1.5201 (16 datums, 60s)
  [purple/A4] ep1 step 26: mean_nll=1.5172 (16 datums, 62s)
  [purple/A4] ep1 step 27: mean_nll=1.5402 (16 datums, 64s)
  [purple/A4] ep1 step 28: mean_nll=1.4685 (16 datums, 67s)
  [purple/A4] ep1 step 29: mean_nll=1.5282 (16 datums, 69s)
  [purple/A4] ep1 step 30: mean_nll=1.4814 (16 datums, 71s)
  [purple/A4] ep1 step 31: mean_nll=1.4741 (16 datums, 73s)
  [purple/A4] ep1 step 32: mean_nll=1.4649 (16 datums, 78s)
  [purple/A4] ep1 step 33: mean_nll=1.4534 (16 datums, 83s)
  [purple/A4] ep1 step 34: mean_nll=1.4610 (16 datums, 85s)
  [purple/A4] ep1 step 35: mean_nll=1.4394 (16 datums, 88s)
  [purple/A4] ep1 step 36: mean_nll=1.4276 (16 datums, 91s)
  [purple/A4] ep1 step 37: mean_nll=1.4885 (16 datums, 94s)
  [purple/A4] ep1 step 38: mean_nll=1.4319 (12 datums, 97s)
  [purple/A4] ep2 step 39: mean_nll=1.3367 (16 datums, 101s)
  [purple/A4] ep2 step 40: mean_nll=1.3153 (16 datums, 105s)
  [purple/A4] ep2 step 41: mean_nll=1.3228 (16 datums, 109s)
  [purple/A4] ep2 step 42: mean_nll=1.2903 (16 datums, 113s)
  [purple/A4] ep2 step 43: mean_nll=1.2781 (16 datums, 117s)
  [purple/A4] ep2 step 44: mean_nll=1.3348 (16 datums, 119s)
  [purple/A4] ep2 step 45: mean_nll=1.3002 (16 datums, 122s)
  [purple/A4] ep2 step 46: mean_nll=1.2811 (16 datums, 124s)
  [purple/A4] ep2 step 47: mean_nll=1.2352 (16 datums, 126s)
  [purple/A4] ep2 step 48: mean_nll=1.1893 (16 datums, 129s)
  [purple/A4] ep2 step 49: mean_nll=1.2193 (16 datums, 131s)
  [purple/A4] ep2 step 50: mean_nll=1.2288 (16 datums, 133s)
  [purple/A4] ep2 step 51: mean_nll=1.1974 (16 datums, 135s)
  [purple/A4] ep2 step 52: mean_nll=1.2214 (16 datums, 138s)
  [purple/A4] ep2 step 53: mean_nll=1.2358 (16 datums, 140s)
  [purple/A4] ep2 step 54: mean_nll=1.2125 (16 datums, 142s)
  [purple/A4] ep2 step 55: mean_nll=1.2319 (16 datums, 144s)
  [purple/A4] ep2 step 56: mean_nll=1.1878 (16 datums, 146s)
  [purple/A4] ep2 step 57: mean_nll=1.2631 (12 datums, 149s)
[saved] purple/A4: tinker://fc11901a-0d74-5a4c-b491-01a2fd8ded6a:train:7/sampler_weights/purple_A4_final (154s)
[pistachio/A1] 1200 datums, 74575 loss tokens / 80575 total
  [schema] metrics keys: ['clock_cycle:unique', 'loss:sum']
  [pistachio/A1] ep0 step 1: mean_nll=3.3938 (64 datums, 12s)
  [pistachio/A1] ep0 step 2: mean_nll=3.2771 (64 datums, 14s)
  [pistachio/A1] ep0 step 3: mean_nll=3.0397 (64 datums, 16s)
  [pistachio/A1] ep0 step 4: mean_nll=2.7744 (64 datums, 19s)
  [pistachio/A1] ep0 step 5: mean_nll=2.6286 (64 datums, 21s)
  [pistachio/A1] ep0 step 6: mean_nll=2.5386 (64 datums, 23s)
  [pistachio/A1] ep0 step 7: mean_nll=2.3765 (64 datums, 25s)
  [pistachio/A1] ep0 step 8: mean_nll=2.3216 (64 datums, 27s)
  [pistachio/A1] ep0 step 9: mean_nll=2.3247 (64 datums, 30s)
  [pistachio/A1] ep0 step 10: mean_nll=2.2551 (64 datums, 32s)
  [pistachio/A1] ep0 step 11: mean_nll=2.1586 (64 datums, 34s)
  [pistachio/A1] ep0 step 12: mean_nll=2.0704 (64 datums, 36s)
  [pistachio/A1] ep0 step 13: mean_nll=2.1029 (64 datums, 38s)
  [pistachio/A1] ep0 step 14: mean_nll=2.0439 (64 datums, 41s)
  [pistachio/A1] ep0 step 15: mean_nll=2.0010 (64 datums, 43s)
  [pistachio/A1] ep0 step 16: mean_nll=2.0127 (64 datums, 45s)
  [pistachio/A1] ep0 step 17: mean_nll=1.9951 (64 datums, 47s)
  [pistachio/A1] ep0 step 18: mean_nll=2.0034 (64 datums, 49s)
  [pistachio/A1] ep0 step 19: mean_nll=1.8843 (48 datums, 53s)
  [pistachio/A1] ep1 step 20: mean_nll=1.8376 (64 datums, 58s)
  [pistachio/A1] ep1 step 21: mean_nll=1.8510 (64 datums, 62s)
  [pistachio/A1] ep1 step 22: mean_nll=1.7854 (64 datums, 64s)
  [pistachio/A1] ep1 step 23: mean_nll=1.7806 (64 datums, 67s)
  [pistachio/A1] ep1 step 24: mean_nll=1.7997 (64 datums, 69s)
  [pistachio/A1] ep1 step 25: mean_nll=1.7120 (64 datums, 71s)
  [pistachio/A1] ep1 step 26: mean_nll=1.7346 (64 datums, 73s)
  [pistachio/A1] ep1 step 27: mean_nll=1.6799 (64 datums, 76s)
  [pistachio/A1] ep1 step 28: mean_nll=1.6702 (64 datums, 78s)
  [pistachio/A1] ep1 step 29: mean_nll=1.6634 (64 datums, 80s)
  [pistachio/A1] ep1 step 30: mean_nll=1.6402 (64 datums, 82s)
  [pistachio/A1] ep1 step 31: mean_nll=1.6207 (64 datums, 84s)
  [pistachio/A1] ep1 step 32: mean_nll=1.6161 (64 datums, 86s)
  [pistachio/A1] ep1 step 33: mean_nll=1.6647 (64 datums, 89s)
  [pistachio/A1] ep1 step 34: mean_nll=1.6625 (64 datums, 91s)
  [pistachio/A1] ep1 step 35: mean_nll=1.5894 (64 datums, 93s)
  [pistachio/A1] ep1 step 36: mean_nll=1.5751 (64 datums, 95s)
  [pistachio/A1] ep1 step 37: mean_nll=1.5396 (64 datums, 97s)
  [pistachio/A1] ep1 step 38: mean_nll=1.6553 (48 datums, 100s)
  [pistachio/A1] ep2 step 39: mean_nll=1.4643 (64 datums, 102s)
  [pistachio/A1] ep2 step 40: mean_nll=1.3793 (64 datums, 104s)
  [pistachio/A1] ep2 step 41: mean_nll=1.4661 (64 datums, 106s)
  [pistachio/A1] ep2 step 42: mean_nll=1.3555 (64 datums, 108s)
  [pistachio/A1] ep2 step 43: mean_nll=1.3410 (64 datums, 110s)
  [pistachio/A1] ep2 step 44: mean_nll=1.3603 (64 datums, 113s)
  [pistachio/A1] ep2 step 45: mean_nll=1.3675 (64 datums, 115s)
  [pistachio/A1] ep2 step 46: mean_nll=1.3125 (64 datums, 117s)
  [pistachio/A1] ep2 step 47: mean_nll=1.3095 (64 datums, 119s)
  [pistachio/A1] ep2 step 48: mean_nll=1.2934 (64 datums, 121s)
  [pistachio/A1] ep2 step 49: mean_nll=1.2939 (64 datums, 123s)
  [pistachio/A1] ep2 step 50: mean_nll=1.2498 (64 datums, 126s)
  [pistachio/A1] ep2 step 51: mean_nll=1.3316 (64 datums, 128s)
  [pistachio/A1] ep2 step 52: mean_nll=1.2993 (64 datums, 130s)
  [pistachio/A1] ep2 step 53: mean_nll=1.3188 (64 datums, 132s)
  [pistachio/A1] ep2 step 54: mean_nll=1.2714 (64 datums, 134s)
  [pistachio/A1] ep2 step 55: mean_nll=1.2462 (64 datums, 136s)
  [pistachio/A1] ep2 step 56: mean_nll=1.2890 (64 datums, 139s)
  [pistachio/A1] ep2 step 57: mean_nll=1.3597 (48 datums, 141s)
[saved] pistachio/A1: tinker://fc11901a-0d74-5a4c-b491-01a2fd8ded6a:train:8/sampler_weights/pistachio_A1_final (146s)
[pistachio/A2] 1200 datums, 178583 loss tokens / 195383 total
  [schema] metrics keys: ['clock_cycle:unique', 'loss:sum']
  [pistachio/A2] ep0 step 1: mean_nll=2.8637 (64 datums, 12s)
  [pistachio/A2] ep0 step 2: mean_nll=2.7436 (64 datums, 14s)
  [pistachio/A2] ep0 step 3: mean_nll=2.5152 (64 datums, 17s)
  [pistachio/A2] ep0 step 4: mean_nll=2.3289 (64 datums, 19s)
  [pistachio/A2] ep0 step 5: mean_nll=2.2465 (64 datums, 21s)
  [pistachio/A2] ep0 step 6: mean_nll=2.1400 (64 datums, 23s)
  [pistachio/A2] ep0 step 7: mean_nll=2.1148 (64 datums, 26s)
  [pistachio/A2] ep0 step 8: mean_nll=2.0121 (64 datums, 28s)
  [pistachio/A2] ep0 step 9: mean_nll=2.0021 (64 datums, 30s)
  [pistachio/A2] ep0 step 10: mean_nll=1.9985 (64 datums, 32s)
  [pistachio/A2] ep0 step 11: mean_nll=1.9145 (64 datums, 35s)
  [pistachio/A2] ep0 step 12: mean_nll=1.8510 (64 datums, 37s)
  [pistachio/A2] ep0 step 13: mean_nll=1.8248 (64 datums, 39s)
  [pistachio/A2] ep0 step 14: mean_nll=1.8069 (64 datums, 41s)
  [pistachio/A2] ep0 step 15: mean_nll=1.7645 (64 datums, 43s)
  [pistachio/A2] ep0 step 16: mean_nll=1.7604 (64 datums, 46s)
  [pistachio/A2] ep0 step 17: mean_nll=1.7324 (64 datums, 48s)
  [pistachio/A2] ep0 step 18: mean_nll=1.7339 (64 datums, 50s)
  [pistachio/A2] ep0 step 19: mean_nll=1.7502 (48 datums, 52s)
  [pistachio/A2] ep1 step 20: mean_nll=1.6970 (64 datums, 55s)
  [pistachio/A2] ep1 step 21: mean_nll=1.6865 (64 datums, 57s)
  [pistachio/A2] ep1 step 22: mean_nll=1.6684 (64 datums, 59s)
  [pistachio/A2] ep1 step 23: mean_nll=1.6135 (64 datums, 61s)
  [pistachio/A2] ep1 step 24: mean_nll=1.6284 (64 datums, 64s)
  [pistachio/A2] ep1 step 25: mean_nll=1.6064 (64 datums, 66s)
  [pistachio/A2] ep1 step 26: mean_nll=1.5454 (64 datums, 68s)
  [pistachio/A2] ep1 step 27: mean_nll=1.5587 (64 datums, 70s)
  [pistachio/A2] ep1 step 28: mean_nll=1.5802 (64 datums, 73s)
  [pistachio/A2] ep1 step 29: mean_nll=1.5375 (64 datums, 75s)
  [pistachio/A2] ep1 step 30: mean_nll=1.5664 (64 datums, 77s)
  [pistachio/A2] ep1 step 31: mean_nll=1.5356 (64 datums, 79s)
  [pistachio/A2] ep1 step 32: mean_nll=1.5313 (64 datums, 82s)
  [pistachio/A2] ep1 step 33: mean_nll=1.5104 (64 datums, 84s)
  [pistachio/A2] ep1 step 34: mean_nll=1.4960 (64 datums, 86s)
  [pistachio/A2] ep1 step 35: mean_nll=1.4779 (64 datums, 89s)
  [pistachio/A2] ep1 step 36: mean_nll=1.4891 (64 datums, 94s)
  [pistachio/A2] ep1 step 37: mean_nll=1.4616 (64 datums, 96s)
  [pistachio/A2] ep1 step 38: mean_nll=1.5292 (48 datums, 98s)
  [pistachio/A2] ep2 step 39: mean_nll=1.3507 (64 datums, 101s)
  [pistachio/A2] ep2 step 40: mean_nll=1.4066 (64 datums, 103s)
  [pistachio/A2] ep2 step 41: mean_nll=1.3485 (64 datums, 105s)
  [pistachio/A2] ep2 step 42: mean_nll=1.3550 (64 datums, 107s)
  [pistachio/A2] ep2 step 43: mean_nll=1.3532 (64 datums, 109s)
  [pistachio/A2] ep2 step 44: mean_nll=1.3158 (64 datums, 112s)
  [pistachio/A2] ep2 step 45: mean_nll=1.3628 (64 datums, 114s)
  [pistachio/A2] ep2 step 46: mean_nll=1.3214 (64 datums, 116s)
  [pistachio/A2] ep2 step 47: mean_nll=1.3092 (64 datums, 118s)
  [pistachio/A2] ep2 step 48: mean_nll=1.2848 (64 datums, 121s)
  [pistachio/A2] ep2 step 49: mean_nll=1.3047 (64 datums, 123s)
  [pistachio/A2] ep2 step 50: mean_nll=1.2949 (64 datums, 125s)
  [pistachio/A2] ep2 step 51: mean_nll=1.2513 (64 datums, 127s)
  [pistachio/A2] ep2 step 52: mean_nll=1.2709 (64 datums, 130s)
  [pistachio/A2] ep2 step 53: mean_nll=1.2759 (64 datums, 132s)
  [pistachio/A2] ep2 step 54: mean_nll=1.3052 (64 datums, 134s)
  [pistachio/A2] ep2 step 55: mean_nll=1.2885 (64 datums, 136s)
  [pistachio/A2] ep2 step 56: mean_nll=1.2647 (64 datums, 139s)
  [pistachio/A2] ep2 step 57: mean_nll=1.2366 (48 datums, 141s)
[saved] pistachio/A2: tinker://fc11901a-0d74-5a4c-b491-01a2fd8ded6a:train:9/sampler_weights/pistachio_A2_final (146s)
[pistachio/A3] 300 datums, 74575 loss tokens / 191783 total
  [schema] metrics keys: ['clock_cycle:unique', 'loss:sum']
  [pistachio/A3] ep0 step 1: mean_nll=3.0947 (16 datums, 5s)
  [pistachio/A3] ep0 step 2: mean_nll=2.9048 (16 datums, 8s)
  [pistachio/A3] ep0 step 3: mean_nll=2.7524 (16 datums, 10s)
  [pistachio/A3] ep0 step 4: mean_nll=2.5413 (16 datums, 12s)
  [pistachio/A3] ep0 step 5: mean_nll=2.4027 (16 datums, 14s)
  [pistachio/A3] ep0 step 6: mean_nll=2.3633 (16 datums, 17s)
  [pistachio/A3] ep0 step 7: mean_nll=2.2697 (16 datums, 19s)
  [pistachio/A3] ep0 step 8: mean_nll=2.2530 (16 datums, 21s)
  [pistachio/A3] ep0 step 9: mean_nll=2.1571 (16 datums, 23s)
  [pistachio/A3] ep0 step 10: mean_nll=2.1424 (16 datums, 26s)
  [pistachio/A3] ep0 step 11: mean_nll=2.0904 (16 datums, 28s)
  [pistachio/A3] ep0 step 12: mean_nll=2.0777 (16 datums, 30s)
  [pistachio/A3] ep0 step 13: mean_nll=1.9866 (16 datums, 32s)
  [pistachio/A3] ep0 step 14: mean_nll=2.0027 (16 datums, 34s)
  [pistachio/A3] ep0 step 15: mean_nll=1.9082 (16 datums, 37s)
  [pistachio/A3] ep0 step 16: mean_nll=1.9747 (16 datums, 39s)
  [pistachio/A3] ep0 step 17: mean_nll=1.9235 (16 datums, 41s)
  [pistachio/A3] ep0 step 18: mean_nll=1.8861 (16 datums, 44s)
  [pistachio/A3] ep0 step 19: mean_nll=1.8843 (12 datums, 46s)
  [pistachio/A3] ep1 step 20: mean_nll=1.7745 (16 datums, 48s)
  [pistachio/A3] ep1 step 21: mean_nll=1.7704 (16 datums, 50s)
  [pistachio/A3] ep1 step 22: mean_nll=1.7206 (16 datums, 52s)
  [pistachio/A3] ep1 step 23: mean_nll=1.6650 (16 datums, 56s)
  [pistachio/A3] ep1 step 24: mean_nll=1.6792 (16 datums, 60s)
  [pistachio/A3] ep1 step 25: mean_nll=1.6566 (16 datums, 67s)
  [pistachio/A3] ep1 step 26: mean_nll=1.6600 (16 datums, 69s)
  [pistachio/A3] ep1 step 27: mean_nll=1.5607 (16 datums, 71s)
  [pistachio/A3] ep1 step 28: mean_nll=1.6398 (16 datums, 73s)
  [pistachio/A3] ep1 step 29: mean_nll=1.6298 (16 datums, 76s)
  [pistachio/A3] ep1 step 30: mean_nll=1.5671 (16 datums, 78s)
  [pistachio/A3] ep1 step 31: mean_nll=1.6075 (16 datums, 80s)
  [pistachio/A3] ep1 step 32: mean_nll=1.5573 (16 datums, 82s)
  [pistachio/A3] ep1 step 33: mean_nll=1.5955 (16 datums, 84s)
  [pistachio/A3] ep1 step 34: mean_nll=1.5421 (16 datums, 87s)
  [pistachio/A3] ep1 step 35: mean_nll=1.5086 (16 datums, 89s)
  [pistachio/A3] ep1 step 36: mean_nll=1.5362 (16 datums, 91s)
  [pistachio/A3] ep1 step 37: mean_nll=1.4952 (16 datums, 93s)
  [pistachio/A3] ep1 step 38: mean_nll=1.6181 (12 datums, 96s)
  [pistachio/A3] ep2 step 39: mean_nll=1.3640 (16 datums, 98s)
  [pistachio/A3] ep2 step 40: mean_nll=1.3138 (16 datums, 100s)
  [pistachio/A3] ep2 step 41: mean_nll=1.2992 (16 datums, 102s)
  [pistachio/A3] ep2 step 42: mean_nll=1.3083 (16 datums, 105s)
  [pistachio/A3] ep2 step 43: mean_nll=1.3363 (16 datums, 107s)
  [pistachio/A3] ep2 step 44: mean_nll=1.2811 (16 datums, 109s)
  [pistachio/A3] ep2 step 45: mean_nll=1.2504 (16 datums, 111s)
  [pistachio/A3] ep2 step 46: mean_nll=1.3017 (16 datums, 114s)
  [pistachio/A3] ep2 step 47: mean_nll=1.2064 (16 datums, 116s)
  [pistachio/A3] ep2 step 48: mean_nll=1.3020 (16 datums, 118s)
  [pistachio/A3] ep2 step 49: mean_nll=1.2094 (16 datums, 121s)
  [pistachio/A3] ep2 step 50: mean_nll=1.2723 (16 datums, 123s)
  [pistachio/A3] ep2 step 51: mean_nll=1.2213 (16 datums, 125s)
  [pistachio/A3] ep2 step 52: mean_nll=1.2213 (16 datums, 127s)
  [pistachio/A3] ep2 step 53: mean_nll=1.1851 (16 datums, 129s)
  [pistachio/A3] ep2 step 54: mean_nll=1.2517 (16 datums, 132s)
  [pistachio/A3] ep2 step 55: mean_nll=1.1828 (16 datums, 134s)
  [pistachio/A3] ep2 step 56: mean_nll=1.1877 (16 datums, 136s)
  [pistachio/A3] ep2 step 57: mean_nll=1.1829 (12 datums, 138s)
[saved] pistachio/A3: tinker://fc11901a-0d74-5a4c-b491-01a2fd8ded6a:train:10/sampler_weights/pistachio_A3_final (143s)
[pistachio/A4] 300 datums, 178583 loss tokens / 191783 total
  [schema] metrics keys: ['clock_cycle:unique', 'loss:sum']
  [pistachio/A4] ep0 step 1: mean_nll=2.7414 (16 datums, 12s)
  [pistachio/A4] ep0 step 2: mean_nll=2.6106 (16 datums, 15s)
  [pistachio/A4] ep0 step 3: mean_nll=2.4733 (16 datums, 17s)
  [pistachio/A4] ep0 step 4: mean_nll=2.2650 (16 datums, 19s)
  [pistachio/A4] ep0 step 5: mean_nll=2.1072 (16 datums, 21s)
  [pistachio/A4] ep0 step 6: mean_nll=2.0235 (16 datums, 24s)
  [pistachio/A4] ep0 step 7: mean_nll=1.9875 (16 datums, 26s)
  [pistachio/A4] ep0 step 8: mean_nll=1.9786 (16 datums, 28s)
  [pistachio/A4] ep0 step 9: mean_nll=1.9752 (16 datums, 30s)
  [pistachio/A4] ep0 step 10: mean_nll=1.8547 (16 datums, 32s)
  [pistachio/A4] ep0 step 11: mean_nll=1.8633 (16 datums, 35s)
  [pistachio/A4] ep0 step 12: mean_nll=1.8043 (16 datums, 37s)
  [pistachio/A4] ep0 step 13: mean_nll=1.8777 (16 datums, 39s)
  [pistachio/A4] ep0 step 14: mean_nll=1.7682 (16 datums, 42s)
  [pistachio/A4] ep0 step 15: mean_nll=1.7120 (16 datums, 44s)
  [pistachio/A4] ep0 step 16: mean_nll=1.7748 (16 datums, 46s)
  [pistachio/A4] ep0 step 17: mean_nll=1.7786 (16 datums, 48s)
  [pistachio/A4] ep0 step 18: mean_nll=1.7233 (16 datums, 51s)
  [pistachio/A4] ep0 step 19: mean_nll=1.7620 (12 datums, 53s)
  [pistachio/A4] ep1 step 20: mean_nll=1.6953 (16 datums, 55s)
  [pistachio/A4] ep1 step 21: mean_nll=1.6090 (16 datums, 57s)
  [pistachio/A4] ep1 step 22: mean_nll=1.6314 (16 datums, 59s)
  [pistachio/A4] ep1 step 23: mean_nll=1.6063 (16 datums, 62s)
  [pistachio/A4] ep1 step 24: mean_nll=1.6234 (16 datums, 64s)
  [pistachio/A4] ep1 step 25: mean_nll=1.5766 (16 datums, 67s)
  [pistachio/A4] ep1 step 26: mean_nll=1.5923 (16 datums, 73s)
  [pistachio/A4] ep1 step 27: mean_nll=1.5555 (16 datums, 76s)
  [pistachio/A4] ep1 step 28: mean_nll=1.5547 (16 datums, 78s)
  [pistachio/A4] ep1 step 29: mean_nll=1.5326 (16 datums, 80s)
  [pistachio/A4] ep1 step 30: mean_nll=1.5242 (16 datums, 82s)
  [pistachio/A4] ep1 step 31: mean_nll=1.5097 (16 datums, 85s)
  [pistachio/A4] ep1 step 32: mean_nll=1.5331 (16 datums, 87s)
  [pistachio/A4] ep1 step 33: mean_nll=1.4935 (16 datums, 89s)
  [pistachio/A4] ep1 step 34: mean_nll=1.5286 (16 datums, 91s)
  [pistachio/A4] ep1 step 35: mean_nll=1.4944 (16 datums, 94s)
  [pistachio/A4] ep1 step 36: mean_nll=1.5112 (16 datums, 96s)
  [pistachio/A4] ep1 step 37: mean_nll=1.5253 (16 datums, 98s)
  [pistachio/A4] ep1 step 38: mean_nll=1.4550 (12 datums, 100s)
  [pistachio/A4] ep2 step 39: mean_nll=1.3807 (16 datums, 102s)
  [pistachio/A4] ep2 step 40: mean_nll=1.4453 (16 datums, 105s)
  [pistachio/A4] ep2 step 41: mean_nll=1.3447 (16 datums, 107s)
  [pistachio/A4] ep2 step 42: mean_nll=1.3472 (16 datums, 109s)
  [pistachio/A4] ep2 step 43: mean_nll=1.3135 (16 datums, 111s)
  [pistachio/A4] ep2 step 44: mean_nll=1.3493 (16 datums, 114s)
  [pistachio/A4] ep2 step 45: mean_nll=1.3194 (16 datums, 116s)
  [pistachio/A4] ep2 step 46: mean_nll=1.3123 (16 datums, 118s)
  [pistachio/A4] ep2 step 47: mean_nll=1.2960 (16 datums, 120s)
  [pistachio/A4] ep2 step 48: mean_nll=1.2786 (16 datums, 123s)
  [pistachio/A4] ep2 step 49: mean_nll=1.2889 (16 datums, 125s)
  [pistachio/A4] ep2 step 50: mean_nll=1.2355 (16 datums, 127s)
